"artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,"1v24T2ug4TlssYZvI3aL4O","https://api.spotify.com/v1/audio-analysis/1v24T2ug4TlssYZvI3aL4O",4,1,176179,TRUE,"https://api.spotify.com/v1/tracks/1v24T2ug4TlssYZvI3aL4O",FALSE,"Lust For Life",NA,1,"track","spotify:track:1v24T2ug4TlssYZvI3aL4O","https://open.spotify.com/track/1v24T2ug4TlssYZvI3aL4O","So Far Gone","F#","major","F# major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337,"3XLSlQLJf3Ut0zvMUxnF1h","https://api.spotify.com/v1/audio-analysis/3XLSlQLJf3Ut0zvMUxnF1h",4,1,290791,TRUE,"https://api.spotify.com/v1/tracks/3XLSlQLJf3Ut0zvMUxnF1h",FALSE,"Houstatlantavegas",NA,2,"track","spotify:track:3XLSlQLJf3Ut0zvMUxnF1h","https://open.spotify.com/track/3XLSlQLJf3Ut0zvMUxnF1h","So Far Gone","C#","minor","C# minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.562,0.544,8,-5.065,1,0.369,0.536,0,0.17,0.231,159.517,"6NwhtCYkfwWlcR62Ac4E7y","https://api.spotify.com/v1/audio-analysis/6NwhtCYkfwWlcR62Ac4E7y",4,1,375050,TRUE,"https://api.spotify.com/v1/tracks/6NwhtCYkfwWlcR62Ac4E7y",FALSE,"Successful (feat. Trey Songz & Lil Wayne)",NA,3,"track","spotify:track:6NwhtCYkfwWlcR62Ac4E7y","https://open.spotify.com/track/6NwhtCYkfwWlcR62Ac4E7y","So Far Gone","G#","major","G# major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.79,0.731,9,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,"4FDSPGncHRpr6yB8DD4CtI","https://api.spotify.com/v1/audio-analysis/4FDSPGncHRpr6yB8DD4CtI",4,1,234175,TRUE,"https://api.spotify.com/v1/tracks/4FDSPGncHRpr6yB8DD4CtI",FALSE,"Let’s Call It Off (feat. Peter Bjorn and John)",NA,4,"track","spotify:track:4FDSPGncHRpr6yB8DD4CtI","https://open.spotify.com/track/4FDSPGncHRpr6yB8DD4CtI","So Far Gone","A","minor","A minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.749,0.476,11,-11.147,0,0.507,0.579,0,0.1,0.534,71.937,"0JaVdpmiex2EP7bBzyKVTa","https://api.spotify.com/v1/audio-analysis/0JaVdpmiex2EP7bBzyKVTa",4,1,188189,TRUE,"https://api.spotify.com/v1/tracks/0JaVdpmiex2EP7bBzyKVTa",FALSE,"November 18th",NA,5,"track","spotify:track:0JaVdpmiex2EP7bBzyKVTa","https://open.spotify.com/track/0JaVdpmiex2EP7bBzyKVTa","So Far Gone","B","minor","B minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.591,0.846,7,-3.687,1,0.276,0.186,0,0.463,0.121,94.795,"2hcohLIysMxofYziluXCoX","https://api.spotify.com/v1/audio-analysis/2hcohLIysMxofYziluXCoX",4,1,302492,TRUE,"https://api.spotify.com/v1/tracks/2hcohLIysMxofYziluXCoX",FALSE,"Ignant Shit (feat. Lil Wayne)",NA,6,"track","spotify:track:2hcohLIysMxofYziluXCoX","https://open.spotify.com/track/2hcohLIysMxofYziluXCoX","So Far Gone","G","major","G major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.611,0.508,11,-5.573,0,0.0741,0.374,3.87e-06,0.168,0.368,103.612,"3lkkkYc1wBj5l3FVlpqvP6","https://api.spotify.com/v1/audio-analysis/3lkkkYc1wBj5l3FVlpqvP6",4,1,193962,TRUE,"https://api.spotify.com/v1/tracks/3lkkkYc1wBj5l3FVlpqvP6",FALSE,"A Night Off (feat. Lloyd)",NA,7,"track","spotify:track:3lkkkYc1wBj5l3FVlpqvP6","https://open.spotify.com/track/3lkkkYc1wBj5l3FVlpqvP6","So Far Gone","B","minor","B minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.462,0.773,8,-5.375,1,0.288,0.632,0,0.212,0.455,86.157,"7mPoCVGP752A5DtHf1SKkM","https://api.spotify.com/v1/audio-analysis/7mPoCVGP752A5DtHf1SKkM",4,1,230717,TRUE,"https://api.spotify.com/v1/tracks/7mPoCVGP752A5DtHf1SKkM",FALSE,"Say What's Real",NA,8,"track","spotify:track:7mPoCVGP752A5DtHf1SKkM","https://open.spotify.com/track/7mPoCVGP752A5DtHf1SKkM","So Far Gone","G#","major","G# major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,"524wvipGqxPKYWxkjf9y46","https://api.spotify.com/v1/audio-analysis/524wvipGqxPKYWxkjf9y46",4,1,230484,TRUE,"https://api.spotify.com/v1/tracks/524wvipGqxPKYWxkjf9y46",FALSE,"Little Bit (feat. Lykke Li)",NA,9,"track","spotify:track:524wvipGqxPKYWxkjf9y46","https://open.spotify.com/track/524wvipGqxPKYWxkjf9y46","So Far Gone","B","minor","B minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,"3QLjDkgLh9AOEHlhQtDuhs","https://api.spotify.com/v1/audio-analysis/3QLjDkgLh9AOEHlhQtDuhs",4,1,257690,TRUE,"https://api.spotify.com/v1/tracks/3QLjDkgLh9AOEHlhQtDuhs",FALSE,"Best I Ever Had",NA,10,"track","spotify:track:3QLjDkgLh9AOEHlhQtDuhs","https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs","So Far Gone","C#","major","C# major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.774,0.912,2,-2.787,0,0.347,0.165,0,0.745,0.821,150.083,"2TWSilrWcTrgVKcP8kfEfg","https://api.spotify.com/v1/audio-analysis/2TWSilrWcTrgVKcP8kfEfg",4,1,209957,TRUE,"https://api.spotify.com/v1/tracks/2TWSilrWcTrgVKcP8kfEfg",FALSE,"Unstoppable (feat. Santigold & Lil Wayne)",NA,11,"track","spotify:track:2TWSilrWcTrgVKcP8kfEfg","https://open.spotify.com/track/2TWSilrWcTrgVKcP8kfEfg","So Far Gone","D","minor","D minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.416,0.824,1,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,"0q7LGcVSpsIoSbjChtZ8lI","https://api.spotify.com/v1/audio-analysis/0q7LGcVSpsIoSbjChtZ8lI",5,1,382262,TRUE,"https://api.spotify.com/v1/tracks/0q7LGcVSpsIoSbjChtZ8lI",FALSE,"Uptown (feat. Bun B & Lil Wayne)",NA,12,"track","spotify:track:0q7LGcVSpsIoSbjChtZ8lI","https://open.spotify.com/track/0q7LGcVSpsIoSbjChtZ8lI","So Far Gone","C#","major","C# major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.616,0.501,5,-5.722,0,0.24,0.178,1.2e-05,0.105,0.506,94.554,"43iKgGbmfqPLh3mxUlospI","https://api.spotify.com/v1/audio-analysis/43iKgGbmfqPLh3mxUlospI",4,1,262046,TRUE,"https://api.spotify.com/v1/tracks/43iKgGbmfqPLh3mxUlospI",FALSE,"Sooner Than Later",NA,13,"track","spotify:track:43iKgGbmfqPLh3mxUlospI","https://open.spotify.com/track/43iKgGbmfqPLh3mxUlospI","So Far Gone","F","minor","F minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.49,0.507,2,-6.205,0,0.0849,0.209,0.00104,0.119,0.237,147.037,"4i3GraNMzBKze1WsVl38DS","https://api.spotify.com/v1/audio-analysis/4i3GraNMzBKze1WsVl38DS",3,1,139574,TRUE,"https://api.spotify.com/v1/tracks/4i3GraNMzBKze1WsVl38DS",FALSE,"Bria's Interlude (feat. Omarion)",NA,14,"track","spotify:track:4i3GraNMzBKze1WsVl38DS","https://open.spotify.com/track/4i3GraNMzBKze1WsVl38DS","So Far Gone","D","minor","D minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.471,0.784,11,-8.25,0,0.883,0.819,1.13e-05,0.107,0.258,160.833,"6MlGqWzDiLkZ0vmAEsisEk","https://api.spotify.com/v1/audio-analysis/6MlGqWzDiLkZ0vmAEsisEk",4,1,243723,TRUE,"https://api.spotify.com/v1/tracks/6MlGqWzDiLkZ0vmAEsisEk",FALSE,"The Calm",NA,15,"track","spotify:track:6MlGqWzDiLkZ0vmAEsisEk","https://open.spotify.com/track/6MlGqWzDiLkZ0vmAEsisEk","So Far Gone","B","minor","B minor"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.397,0.0906,5,-21.655,1,0.054,0.988,0.856,0.344,0.136,185.167,"6hHKFReuQR9VQp39ev43wY","https://api.spotify.com/v1/audio-analysis/6hHKFReuQR9VQp39ev43wY",4,1,174398,TRUE,"https://api.spotify.com/v1/tracks/6hHKFReuQR9VQp39ev43wY",FALSE,"Outro (feat. Chilly Gonzales)",NA,16,"track","spotify:track:6hHKFReuQR9VQp39ev43wY","https://open.spotify.com/track/6hHKFReuQR9VQp39ev43wY","So Far Gone","F","major","F major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.399,0.491,6,-8.992,1,0.0714,0.631,0,0.171,0.356,94.542,"4XTXamS1g4g93jPxyuFJJ6","https://api.spotify.com/v1/audio-analysis/4XTXamS1g4g93jPxyuFJJ6",3,1,213492,TRUE,"https://api.spotify.com/v1/tracks/4XTXamS1g4g93jPxyuFJJ6",FALSE,"Brand New",NA,17,"track","spotify:track:4XTXamS1g4g93jPxyuFJJ6","https://open.spotify.com/track/4XTXamS1g4g93jPxyuFJJ6","So Far Gone","F#","major","F# major"
"Drake","3TVXtAsR1Inumwj472S9r4","1LShhEEKRT5MNPcO7jtYHh","album","2009",2009,"year",0.333,0.859,6,-2.286,1,0.148,0.0185,0,0.22,0.125,86.882,"3SnXwQUrvSacFziUYXTNKY","https://api.spotify.com/v1/audio-analysis/3SnXwQUrvSacFziUYXTNKY",5,1,332529,TRUE,"https://api.spotify.com/v1/tracks/3SnXwQUrvSacFziUYXTNKY",FALSE,"Congratulations",NA,18,"track","spotify:track:3SnXwQUrvSacFziUYXTNKY","https://open.spotify.com/track/3SnXwQUrvSacFziUYXTNKY","So Far Gone","F#","major","F# major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.56,0.758,0,-6.472,1,0.345,0.428,0,0.162,0.521,90.52,"4pUUhsc8fmZqnsPaOSU5CP","https://api.spotify.com/v1/audio-analysis/4pUUhsc8fmZqnsPaOSU5CP",4,1,313266,TRUE,"https://api.spotify.com/v1/tracks/4pUUhsc8fmZqnsPaOSU5CP",FALSE,"Fireworks",NA,1,"track","spotify:track:4pUUhsc8fmZqnsPaOSU5CP","https://open.spotify.com/track/4pUUhsc8fmZqnsPaOSU5CP","Thank Me Later (Int'l Version)","C","major","C major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.756,0.658,0,-7.124,1,0.11,0.00901,0.0188,0.0805,0.954,151.027,"3bnVNMCk5FJulcpS7aXJbY","https://api.spotify.com/v1/audio-analysis/3bnVNMCk5FJulcpS7aXJbY",4,1,227973,FALSE,"https://api.spotify.com/v1/tracks/3bnVNMCk5FJulcpS7aXJbY",FALSE,"Karaoke",NA,2,"track","spotify:track:3bnVNMCk5FJulcpS7aXJbY","https://open.spotify.com/track/3bnVNMCk5FJulcpS7aXJbY","Thank Me Later (Int'l Version)","C","major","C major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.439,0.738,0,-8.123,1,0.186,0.83,0,0.116,0.63,81.475,"31FWGQxshq14SCZvvyHae1","https://api.spotify.com/v1/audio-analysis/31FWGQxshq14SCZvvyHae1",4,1,225360,TRUE,"https://api.spotify.com/v1/tracks/31FWGQxshq14SCZvvyHae1",FALSE,"The Resistance",NA,3,"track","spotify:track:31FWGQxshq14SCZvvyHae1","https://open.spotify.com/track/31FWGQxshq14SCZvvyHae1","Thank Me Later (Int'l Version)","C","major","C major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.325,0.848,7,-5.611,1,0.279,0.0109,0,0.124,0.433,100.093,"1EoHEkVcysf4WVDx6r9WzQ","https://api.spotify.com/v1/audio-analysis/1EoHEkVcysf4WVDx6r9WzQ",5,1,233560,TRUE,"https://api.spotify.com/v1/tracks/1EoHEkVcysf4WVDx6r9WzQ",FALSE,"Over",NA,4,"track","spotify:track:1EoHEkVcysf4WVDx6r9WzQ","https://open.spotify.com/track/1EoHEkVcysf4WVDx6r9WzQ","Thank Me Later (Int'l Version)","G","major","G major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.665,0.734,6,-6.066,0,0.117,0.0385,0,0.116,0.706,128.311,"1G0JddH0MHVg4VE03vheBm","https://api.spotify.com/v1/audio-analysis/1G0JddH0MHVg4VE03vheBm",4,1,210360,TRUE,"https://api.spotify.com/v1/tracks/1G0JddH0MHVg4VE03vheBm",FALSE,"Show Me A Good Time",NA,5,"track","spotify:track:1G0JddH0MHVg4VE03vheBm","https://open.spotify.com/track/1G0JddH0MHVg4VE03vheBm","Thank Me Later (Int'l Version)","F#","minor","F# minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.606,0.809,7,-4.667,1,0.279,0.00778,1.59e-05,0.336,0.272,156.337,"55YHftnlehUQQJoTSLKCxj","https://api.spotify.com/v1/audio-analysis/55YHftnlehUQQJoTSLKCxj",4,1,234333,TRUE,"https://api.spotify.com/v1/tracks/55YHftnlehUQQJoTSLKCxj",FALSE,"Up All Night",NA,6,"track","spotify:track:55YHftnlehUQQJoTSLKCxj","https://open.spotify.com/track/55YHftnlehUQQJoTSLKCxj","Thank Me Later (Int'l Version)","G","major","G major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.523,0.884,2,-5.581,0,0.461,0.331,2e-06,0.356,0.283,87.275,"238Sekyg7DyN2XDm0z4oWY","https://api.spotify.com/v1/audio-analysis/238Sekyg7DyN2XDm0z4oWY",4,1,319386,TRUE,"https://api.spotify.com/v1/tracks/238Sekyg7DyN2XDm0z4oWY",FALSE,"Fancy",NA,7,"track","spotify:track:238Sekyg7DyN2XDm0z4oWY","https://open.spotify.com/track/238Sekyg7DyN2XDm0z4oWY","Thank Me Later (Int'l Version)","D","minor","D minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.582,0.437,9,-9.302,0,0.07,0.412,0,0.0978,0.401,119.944,"4BDgGQXx7jO2JgC7bpFsIv","https://api.spotify.com/v1/audio-analysis/4BDgGQXx7jO2JgC7bpFsIv",4,1,419306,TRUE,"https://api.spotify.com/v1/tracks/4BDgGQXx7jO2JgC7bpFsIv",FALSE,"Shut It Down",NA,8,"track","spotify:track:4BDgGQXx7jO2JgC7bpFsIv","https://open.spotify.com/track/4BDgGQXx7jO2JgC7bpFsIv","Thank Me Later (Int'l Version)","A","minor","A minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.562,0.872,4,-5.108,0,0.118,0.0951,0,0.107,0.0722,156.107,"0XhOgqDKTQJhGfD1WBuTdC","https://api.spotify.com/v1/audio-analysis/0XhOgqDKTQJhGfD1WBuTdC",4,1,213813,TRUE,"https://api.spotify.com/v1/tracks/0XhOgqDKTQJhGfD1WBuTdC",FALSE,"Unforgettable",NA,9,"track","spotify:track:0XhOgqDKTQJhGfD1WBuTdC","https://open.spotify.com/track/0XhOgqDKTQJhGfD1WBuTdC","Thank Me Later (Int'l Version)","E","minor","E minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.482,0.907,8,-5.995,1,0.419,0.0945,0,0.151,0.212,86.121,"23Cx5Jv0bsCMoUnoygy5jy","https://api.spotify.com/v1/audio-analysis/23Cx5Jv0bsCMoUnoygy5jy",4,1,274146,TRUE,"https://api.spotify.com/v1/tracks/23Cx5Jv0bsCMoUnoygy5jy",FALSE,"Light Up",NA,10,"track","spotify:track:23Cx5Jv0bsCMoUnoygy5jy","https://open.spotify.com/track/23Cx5Jv0bsCMoUnoygy5jy","Thank Me Later (Int'l Version)","G#","major","G# major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.429,0.864,2,-5.975,1,0.604,0.081,0,0.331,0.332,100.832,"53VIWPPMz9S7ob0D8JxF9N","https://api.spotify.com/v1/audio-analysis/53VIWPPMz9S7ob0D8JxF9N",5,1,305520,TRUE,"https://api.spotify.com/v1/tracks/53VIWPPMz9S7ob0D8JxF9N",FALSE,"Miss Me",NA,11,"track","spotify:track:53VIWPPMz9S7ob0D8JxF9N","https://open.spotify.com/track/53VIWPPMz9S7ob0D8JxF9N","Thank Me Later (Int'l Version)","D","major","D major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.382,0.6,9,-6.881,0,0.0338,0.0544,5.26e-06,0.115,0.226,95.126,"147TR5QZzxTnnwqltaRi4N","https://api.spotify.com/v1/audio-analysis/147TR5QZzxTnnwqltaRi4N",4,1,154120,FALSE,"https://api.spotify.com/v1/tracks/147TR5QZzxTnnwqltaRi4N",FALSE,"Cece's Interlude",NA,12,"track","spotify:track:147TR5QZzxTnnwqltaRi4N","https://open.spotify.com/track/147TR5QZzxTnnwqltaRi4N","Thank Me Later (Int'l Version)","A","minor","A minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.625,0.613,6,-6.005,0,0.173,0.0209,0,0.0286,0.738,96.033,"18PSaTJMLkFNWnW0NWdOAW","https://api.spotify.com/v1/audio-analysis/18PSaTJMLkFNWnW0NWdOAW",4,1,208946,FALSE,"https://api.spotify.com/v1/tracks/18PSaTJMLkFNWnW0NWdOAW",FALSE,"Find Your Love",NA,13,"track","spotify:track:18PSaTJMLkFNWnW0NWdOAW","https://open.spotify.com/track/18PSaTJMLkFNWnW0NWdOAW","Thank Me Later (Int'l Version)","F#","minor","F# minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.499,0.771,8,-4.85,1,0.42,0.279,0,0.119,0.748,76.222,"5Us8wh9hCAQ8Uq1ast5CWz","https://api.spotify.com/v1/audio-analysis/5Us8wh9hCAQ8Uq1ast5CWz",4,1,328573,TRUE,"https://api.spotify.com/v1/tracks/5Us8wh9hCAQ8Uq1ast5CWz",FALSE,"Thank Me Now",NA,14,"track","spotify:track:5Us8wh9hCAQ8Uq1ast5CWz","https://open.spotify.com/track/5Us8wh9hCAQ8Uq1ast5CWz","Thank Me Later (Int'l Version)","G#","major","G# major"
"Drake","3TVXtAsR1Inumwj472S9r4","6agmeioaDOBupymziJihgB","album","2010-01-01",2010,"day",0.431,0.894,5,-2.673,0,0.33,0.0951,0,0.188,0.605,162.161,"1GxHeBvQ9935Dd3cSfsfBa","https://api.spotify.com/v1/audio-analysis/1GxHeBvQ9935Dd3cSfsfBa",4,1,258760,TRUE,"https://api.spotify.com/v1/tracks/1GxHeBvQ9935Dd3cSfsfBa",FALSE,"Best I Ever Had",NA,15,"track","spotify:track:1GxHeBvQ9935Dd3cSfsfBa","https://open.spotify.com/track/1GxHeBvQ9935Dd3cSfsfBa","Thank Me Later (Int'l Version)","F","minor","F minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.55,0.758,0,-6.472,1,0.347,0.433,0,0.162,0.53,89.368,"73tgFzBug5Ifk1Retdtwk7","https://api.spotify.com/v1/audio-analysis/73tgFzBug5Ifk1Retdtwk7",4,1,313280,TRUE,"https://api.spotify.com/v1/tracks/73tgFzBug5Ifk1Retdtwk7",FALSE,"Fireworks",NA,1,"track","spotify:track:73tgFzBug5Ifk1Retdtwk7","https://open.spotify.com/track/73tgFzBug5Ifk1Retdtwk7","Thank Me Later","C","major","C major"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.758,0.654,0,-7.097,1,0.116,0.00879,0.0258,0.0797,0.949,151.008,"5bDEA48Dxyxoc3K4Dt7yRE","https://api.spotify.com/v1/audio-analysis/5bDEA48Dxyxoc3K4Dt7yRE",4,1,227960,FALSE,"https://api.spotify.com/v1/tracks/5bDEA48Dxyxoc3K4Dt7yRE",FALSE,"Karaoke",NA,2,"track","spotify:track:5bDEA48Dxyxoc3K4Dt7yRE","https://open.spotify.com/track/5bDEA48Dxyxoc3K4Dt7yRE","Thank Me Later","C","major","C major"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.547,0.741,0,-8.127,1,0.163,0.822,0,0.117,0.637,82.589,"0llA0pYA6GpGk7fTjew0wO","https://api.spotify.com/v1/audio-analysis/0llA0pYA6GpGk7fTjew0wO",4,1,225360,TRUE,"https://api.spotify.com/v1/tracks/0llA0pYA6GpGk7fTjew0wO",FALSE,"The Resistance",NA,3,"track","spotify:track:0llA0pYA6GpGk7fTjew0wO","https://open.spotify.com/track/0llA0pYA6GpGk7fTjew0wO","Thank Me Later","C","major","C major"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,"6BdgtqiV3oXNqBikezwdvC","https://api.spotify.com/v1/audio-analysis/6BdgtqiV3oXNqBikezwdvC",5,1,233560,TRUE,"https://api.spotify.com/v1/tracks/6BdgtqiV3oXNqBikezwdvC",FALSE,"Over",NA,4,"track","spotify:track:6BdgtqiV3oXNqBikezwdvC","https://open.spotify.com/track/6BdgtqiV3oXNqBikezwdvC","Thank Me Later","G","major","G major"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.667,0.734,6,-6.064,0,0.119,0.0386,0,0.108,0.704,128.318,"7v0hKO3RYhEXt2EPXf4AOS","https://api.spotify.com/v1/audio-analysis/7v0hKO3RYhEXt2EPXf4AOS",4,1,210360,TRUE,"https://api.spotify.com/v1/tracks/7v0hKO3RYhEXt2EPXf4AOS",FALSE,"Show Me A Good Time",NA,5,"track","spotify:track:7v0hKO3RYhEXt2EPXf4AOS","https://open.spotify.com/track/7v0hKO3RYhEXt2EPXf4AOS","Thank Me Later","F#","minor","F# minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.606,0.811,7,-4.667,1,0.278,0.00782,1.49e-05,0.349,0.276,156.347,"75L0qdzRnhwV62UXoNq3pE","https://api.spotify.com/v1/audio-analysis/75L0qdzRnhwV62UXoNq3pE",4,1,234333,TRUE,"https://api.spotify.com/v1/tracks/75L0qdzRnhwV62UXoNq3pE",FALSE,"Up All Night",NA,6,"track","spotify:track:75L0qdzRnhwV62UXoNq3pE","https://open.spotify.com/track/75L0qdzRnhwV62UXoNq3pE","Thank Me Later","G","major","G major"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.53,0.884,0,-5.581,0,0.457,0.332,1.98e-06,0.355,0.28,87.194,"3fpTMuD1u3gJlVI4FadVHs","https://api.spotify.com/v1/audio-analysis/3fpTMuD1u3gJlVI4FadVHs",4,1,319386,TRUE,"https://api.spotify.com/v1/tracks/3fpTMuD1u3gJlVI4FadVHs",FALSE,"Fancy",NA,7,"track","spotify:track:3fpTMuD1u3gJlVI4FadVHs","https://open.spotify.com/track/3fpTMuD1u3gJlVI4FadVHs","Thank Me Later","C","minor","C minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.59,0.434,9,-9.298,0,0.069,0.411,0,0.0979,0.399,119.905,"3d8PDk3B4am5c6TsUCznUW","https://api.spotify.com/v1/audio-analysis/3d8PDk3B4am5c6TsUCznUW",4,1,419306,TRUE,"https://api.spotify.com/v1/tracks/3d8PDk3B4am5c6TsUCznUW",FALSE,"Shut It Down",NA,8,"track","spotify:track:3d8PDk3B4am5c6TsUCznUW","https://open.spotify.com/track/3d8PDk3B4am5c6TsUCznUW","Thank Me Later","A","minor","A minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.546,0.87,4,-5.107,0,0.114,0.103,0,0.111,0.071,156.145,"5LZ0ZCRXrklIpnzn4Tcyde","https://api.spotify.com/v1/audio-analysis/5LZ0ZCRXrklIpnzn4Tcyde",4,1,213813,TRUE,"https://api.spotify.com/v1/tracks/5LZ0ZCRXrklIpnzn4Tcyde",FALSE,"Unforgettable",NA,9,"track","spotify:track:5LZ0ZCRXrklIpnzn4Tcyde","https://open.spotify.com/track/5LZ0ZCRXrklIpnzn4Tcyde","Thank Me Later","E","minor","E minor"
"Drake","3TVXtAsR1Inumwj472S9r4","6jlrjFR9mJV3jd1IPSplXU","album","2010-01-01",2010,"day",0.472,0.908,8,-5.991,1,0.45,0.0936,0,0.15,0.198,172.924,"0PWQqF5PvqRq0OPLSH0FKI","https://api.spotify.com/v1/audio-analysis/0PWQqF5PvqRq0OPLSH0FKI",4,1,274146,TRUE,"https://api.spotify.com/v1/tracks/0PWQqF5PvqRq0OPLSH0FKI",FALSE,"Light Up",NA,10,"track","spotify:track:0PWQqF5PvqRq0OPLSH0FKI","https://open.spotify.com/track/0PWQqF5PvqRq0OPLSH0FKI","Thank Me Later","G#","major","G# major"
